"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Booker","Booker","TX","Texas","48295","Lipscomb","36.4561","-100.5402","1557","1557","574","polygon","True","America/Chicago","79005","1840021669"
"Burleson","Burleson","TX","Texas","48251","Johnson","32.5173","-97.3346","46145","46145","635","polygon","True","America/Chicago","76028 76058 76097","1840019467"
"Big Spring","Big Spring","TX","Texas","48227","Howard","32.2387","-101.4802","28624.0","27905","564","polygon","True","America/Chicago","79720 79721","1840019471"
"Olney","Olney","TX","Texas","48503","Young","33.3643","-98.7584","3099.0","3102","592","polygon","True","America/Chicago","76374","1840020670"
"Shady Hollow","Shady Hollow","TX","Texas","48453","Travis","30.1646","-97.8629","","","937.6","polygon","False","America/Chicago","78748 78739","1840019587"
"Priddy","Priddy","TX","Texas","48333","Mills","31.6754","-98.5089","","","8.0","point","False","America/Chicago","76870","1840036313"
"Bevil Oaks","Bevil Oaks","TX","Texas","48245","Jefferson","30.1517","-94.2711","1251","1251","237","polygon","True","America/Chicago","77713","1840019613"
"Rachal","Rachal","TX","Texas","48047","Brooks","26.8901","-98.1353","","","0.4","point","False","America/Chicago","78353","1840032020"
"Brownsboro","Brownsboro","TX","Texas","48213","Henderson","32.2985","-95.6130","1229","1229","199","polygon","True","America/Chicago","75756","1840019501"
"Lake Bridgeport","Lake Bridgeport","TX","Texas","48497","Wise","33.2075","-97.8311","379","379","314","polygon","True","America/Chicago","76426","1840020637"
"Aldine","Aldine","TX","Texas","48201","Harris","29.9122","-95.3785","","","339.6","polygon","False","America/Chicago","77060 77037 77039","1840018250"
"Loma Alta","Loma Alta","TX","Texas","48465","Val Verde","29.9180","-100.7745","","","0.0","point","False","America/Chicago","78840","1840032682"
"Cuney","Cuney","TX","Texas","48073","Cherokee","32.0374","-95.4147","140","140","32","polygon","True","America/Chicago","75759","1840022126"
"Penelope","Penelope","TX","Texas","48217","Hill","31.8585","-96.9281","202","202","78","polygon","True","America/Chicago","76676","1840023102"
"Colleyville","Colleyville","TX","Texas","48439","Tarrant","32.8913","-97.1486","26674","26674","785","polygon","True","America/Chicago","76034","1840019430"
"Jasper","Jasper","TX","Texas","48241","Jasper","30.9221","-93.9947","7804.0","7604","281","polygon","True","America/Chicago","75951","1840019560"
"Rancho Viejo","Rancho Viejo","TX","Texas","48061","Cameron","26.0361","-97.5568","2477","2477","484","polygon","True","America/Chicago","78575","1840022262"
"Purves","Purves","TX","Texas","48143","Erath","32.0035","-98.2703","","","5.8","point","False","America/Chicago","76446","1840036746"
"Arney","Arney","TX","Texas","48069","Castro","34.6873","-102.1030","","","0.2","point","False","America/Chicago","79042","1840032762"
"Clarksville City","Clarksville City","TX","Texas","48183","Gregg","32.5328","-94.8945","915","915","55","polygon","True","America/Chicago","75604 75647 75693","1840019457"
"Gainesville","Gainesville","TX","Texas","48097","Cooke","33.6391","-97.1488","16155.0","16419","328","polygon","True","America/Chicago","76240 76241","1840020573"
"Mason","Mason","TX","Texas","48319","Mason","30.7480","-99.2288","2238","2238","236","polygon","True","America/Chicago","76856","1840020872"
"Lilbert","Lilbert","TX","Texas","48347","Nacogdoches","31.7363","-94.9010","","","11.5","point","False","America/Chicago","75760","1840036640"
"Fairland","Fairland","TX","Texas","48053","Burnet","30.6441","-98.2847","","","10.9","point","False","America/Chicago","78654","1840036847"
"Arispe","Arispe","TX","Texas","48229","Hudspeth","31.1512","-105.2750","","","0.0","point","False","America/Denver","79851","1840032758"
"Moore Station","Moore Station","TX","Texas","48213","Henderson","32.1905","-95.5704","203","203","62","polygon","True","America/Chicago","75770","1840020775"
"Martindale","Martindale","TX","Texas","48055","Caldwell","29.8448","-97.8396","1266","1266","237","polygon","True","America/Chicago","78655","1840020938"
"Meridian","Meridian","TX","Texas","48035","Bosque","31.9260","-97.6502","1480","1480","278","polygon","True","America/Chicago","76665","1840020786"
"Mooring","Mooring","TX","Texas","48041","Brazos","30.6896","-96.5555","","","2.6","point","False","America/Chicago","77807","1840036908"
"Bishop Hills","Bishop Hills","TX","Texas","48375","Potter","35.2614","-101.9519","181","181","222","polygon","True","America/Chicago","79124","1840020433"
"Rosharon","Rosharon","TX","Texas","48039","Brazoria","29.3500","-95.4530","","","172.0","polygon","False","America/Chicago","77583","1840022986"
"Ladonia","Ladonia","TX","Texas","48147","Fannin","33.4283","-95.9482","614","614","119","polygon","True","America/Chicago","75449","1840021975"
"Jacksboro","Jacksboro","TX","Texas","48237","Jack","33.2235","-98.1589","4087.0","4357","231","polygon","True","America/Chicago","76458","1840019369"
"Eden","Eden","TX","Texas","48095","Concho","31.2162","-99.8440","1297","1297","210","polygon","True","America/Chicago","76837","1840020836"
"Killeen","Killeen","TX","Texas","48027","Bell","31.0754","-97.7293","247489.0","145482","1036","polygon","True","America/Chicago","76541 76543 76542 76549 76540 76547","1840020854"
"South Padre Island","South Padre Island","TX","Texas","48061","Cameron","26.1218","-97.1703","2830","2830","406","polygon","True","America/Chicago","78597","1840023168"
"Cat Spring","Cat Spring","TX","Texas","48015","Austin","29.8455","-96.3258","","","50.0","point","False","America/Chicago","78933","1840036196"
"Adamsville","Adamsville","TX","Texas","48281","Lampasas","31.3013","-98.1689","","","5.8","point","False","America/Chicago","76550","1840036358"
"Westway","Westway","TX","Texas","48141","El Paso","31.9603","-106.5760","","","2482.7","polygon","False","America/Denver","79835","1840019525"
"Van Alstyne","Van Alstyne","TX","Texas","48181","Grayson","33.4203","-96.5834","3964","3964","301","polygon","True","America/Chicago","75495","1840021956"
"Utopia","Utopia","TX","Texas","48463","Uvalde","29.6188","-99.5153","","","97.2","polygon","False","America/Chicago","78884","1840022227"
"Chester","Chester","TX","Texas","48457","Tyler","30.9213","-94.6000","312","312","76","polygon","True","America/Chicago","75936","1840023134"
"Lake Dallas","Lake Dallas","TX","Texas","48121","Denton","33.1277","-97.0234","7958","7958","1281","polygon","True","America/Chicago","75065","1840020646"
"Kilgore","Kilgore","TX","Texas","48183","Gregg","32.3979","-94.8603","18179.0","14782","307","polygon","True","America/Chicago","75662 75663","1840020747"
"Brownsville","Brownsville","TX","Texas","48061","Cameron","25.9980","-97.4565","227883.0","183299","534","polygon","True","America/Matamoros","78521 78520 78526 78575 78578","1840019743"
"Groveton","Groveton","TX","Texas","48455","Trinity","31.0572","-95.1269","1034","1034","154","polygon","True","America/Chicago","75845","1840020847"
"Laguna Vista","Laguna Vista","TX","Texas","48061","Cameron","26.1075","-97.2967","3200","3200","255","polygon","True","America/Chicago","78578","1840022264"
"Jarrell","Jarrell","TX","Texas","48491","Williamson","30.8101","-97.6139","1541","1541","261","polygon","True","America/Chicago","76537 78626","1840019574"
"Double Oak","Double Oak","TX","Texas","48121","Denton","33.0633","-97.1117","3079","3079","486","polygon","True","America/Chicago","76226 75077","1840022008"
"Lenorah","Lenorah","TX","Texas","48317","Martin","32.3046","-101.8762","","","22.3","point","False","America/Chicago","79749","1840036267"
"Warren City","Warren City","TX","Texas","48183","Gregg","32.5530","-94.9058","293","293","64","polygon","True","America/Chicago","75647","1840022079"
"Pleasant Valley","Pleasant Valley","TX","Texas","48485","Wichita","33.9373","-98.5982","329","329","48","polygon","True","America/Chicago","76367 76305","1840021924"
"Tornillo","Tornillo","TX","Texas","48141","El Paso","31.4366","-106.1033","","","828.7","polygon","False","America/Denver","79853","1840019524"
"Aledo","Aledo","TX","Texas","48367","Parker","32.6973","-97.6070","7563.0","4232","631","polygon","True","America/Chicago","76008","1840019418"
"Malakoff","Malakoff","TX","Texas","48213","Henderson","32.1727","-96.0162","2940.0","2302","309","polygon","True","America/Chicago","75148","1840020774"
"Hollywood Park","Hollywood Park","TX","Texas","48029","Bexar","29.5995","-98.4841","3365","3365","881","polygon","True","America/Chicago","78232","1840022228"
"Rising Star","Rising Star","TX","Texas","48133","Eastland","32.0976","-98.9665","830","830","185","polygon","True","America/Chicago","76471","1840022096"
"George West","George West","TX","Texas","48297","Live Oak","28.3300","-98.1184","2581","2581","514","polygon","True","America/Chicago","78022","1840020994"
"Glazier","Glazier","TX","Texas","48211","Hemphill","36.0114","-100.2637","","","38.1","point","False","America/Chicago","79014","1840036449"
"Greenville","Greenville","TX","Texas","48231","Hunt","33.1116","-96.1098","25000.0","27443","328","polygon","True","America/Chicago","75401 75402","1840020649"
"Wheelock","Wheelock","TX","Texas","48395","Robertson","30.8977","-96.3900","","","30.4","point","False","America/Chicago","77859","1840036961"
"Notrees","Notrees","TX","Texas","48135","Ector","31.9173","-102.7557","","","0.2","point","False","America/Chicago","79759","1840032014"
"Sweeny","Sweeny","TX","Texas","48039","Brazoria","29.0464","-95.6986","3647.0","3750","721","polygon","True","America/Chicago","77480","1840022236"
"Hoover","Hoover","TX","Texas","48179","Gray","35.5939","-100.8507","","","2.0","point","False","America/Chicago","79065","1840023240"
"Arthur City","Arthur City","TX","Texas","48277","Lamar","33.8704","-95.5063","","","38.8","point","False","America/Chicago","75411","1840036363"
"Dayton","Dayton","TX","Texas","48291","Liberty","30.0358","-94.9024","13287.0","7969","145","polygon","True","America/Chicago","77535","1840019599"
"Pearland","Pearland","TX","Texas","48039","Brazoria","29.5585","-95.3215","119940","119940","961","polygon","True","America/Chicago","77047 77089 77584 77581 77588","1840020979"
"Lake Worth","Lake Worth","TX","Texas","48439","Tarrant","32.8130","-97.4306","4960","4960","777","polygon","True","America/Chicago","76135","1840020705"
"Lydia","Lydia","TX","Texas","48387","Red River","33.4462","-94.7547","","","11.2","point","False","America/Chicago","75554","1840036494"
"Citrus City","Citrus City","TX","Texas","48215","Hidalgo","26.3281","-98.3923","","","613.4","polygon","False","America/Chicago","78574","1840023200"
"Fair Oaks Ranch","Fair Oaks Ranch","TX","Texas","48029","Bexar","29.7451","-98.6395","9091","9091","343","polygon","True","America/Chicago","78015 78163","1840020939"
"Bardwell","Bardwell","TX","Texas","48139","Ellis","32.2670","-96.6954","689","689","872","polygon","True","America/Chicago","75101","1840019470"
"First Colony","First Colony","TX","Texas","48157","Fort Bend","29.5747","-95.6086","","","831.6","point","False","America/Chicago","77479","1840037092"
"Detroit","Detroit","TX","Texas","48387","Red River","33.6602","-95.2665","693","693","168","polygon","True","America/Chicago","75436","1840021951"
"Dew","Dew","TX","Texas","48161","Freestone","31.5952","-96.1400","","","8.3","point","False","America/Chicago","75831","1840036625"
"San Antonio","San Antonio","TX","Texas","48029","Bexar","29.4722","-98.5247","2002530.0","1511946","1266","polygon","True","America/Chicago","78112 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78248 78231 78230 78233 78232 78235 78234 78237 78239 78238 78209 78109 78266 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78245 78247 78240 78242 78249 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78236 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299","1840022220"
"Dimmitt","Dimmitt","TX","Texas","48069","Castro","34.5325","-102.3111","4255.0","4275","523","polygon","True","America/Chicago","79027","1840019249"
"Fort Stockton","Fort Stockton","TX","Texas","48371","Pecos","30.8926","-102.8848","9421.0","8356","603","polygon","True","America/Chicago","79735","1840020848"
"Goober Hill","Goober Hill","TX","Texas","48419","Shelby","31.6516","-93.9310","","","2.7","point","False","America/Chicago","75973","1840036988"
"Iowa Park","Iowa Park","TX","Texas","48485","Wichita","33.9623","-98.6820","6284.0","6355","591","polygon","True","America/Chicago","76367","1840019279"
"K-Bar Ranch","K-Bar Ranch","TX","Texas","48249","Jim Wells","27.9928","-97.9267","","","41.4","polygon","False","America/Chicago","78372","1840037051"
"Diana","Diana","TX","Texas","48459","Upshur","32.7099","-94.7522","","","102.4","point","False","America/Chicago","75640","1840036220"
"Grandfalls","Grandfalls","TX","Texas","48475","Ward","31.3405","-102.8545","381","381","272","polygon","True","America/Chicago","79742","1840022150"
"Rose City","Rose City","TX","Texas","48361","Orange","30.1049","-94.0506","527","527","134","polygon","True","America/Chicago","77662","1840020909"
"Hebron","Hebron","TX","Texas","48121","Denton","33.0436","-96.8836","417","417","167","polygon","True","America/Chicago","75056 75010","1840022012"
"Crosby","Crosby","TX","Texas","48201","Harris","29.9146","-95.0591","","","563.0","polygon","False","America/Chicago","77532","1840018249"
"Kingsbury","Kingsbury","TX","Texas","48187","Guadalupe","29.6484","-97.8176","","","118.8","polygon","True","America/Chicago","78638 78155","1840018263"
"B and E Colonia","B and E Colonia","TX","Texas","48427","Starr","26.3565","-98.7537","","","1062.0","polygon","False","America/Chicago","78582","1840037128"
"Asherton","Asherton","TX","Texas","48127","Dimmit","28.4461","-99.7604","1077","1077","509","polygon","True","America/Chicago","78827","1840019700"
"Selman City","Selman City","TX","Texas","48401","Rusk","32.1902","-94.9619","","","47.7","point","False","America/Chicago","75684","1840036651"
"Hickory Creek","Hickory Creek","TX","Texas","48121","Denton","33.1110","-97.0307","4596","4596","371","polygon","True","America/Chicago","75065","1840022013"
"Copperas Cove","Copperas Cove","TX","Texas","48099","Coryell","31.1192","-97.9141","32706","32706","700","polygon","True","America/Chicago","76522","1840019538"
"Poth","Poth","TX","Texas","48493","Wilson","29.0726","-98.0809","2225","2225","271","polygon","True","America/Chicago","78147","1840022241"
